"id","city_name","county","state","zone_code","zone_name","zone_type","zone_sub_type","single_family_permitted","two_family_permitted","multi_family_permitted","commercial_uses_permitted","short_term_rentals_permitted"
1635,"West Palm Beach","Palm Beach","Florida","CP-I","Coleman Park Industrial","Industrial","Light Industrial",True,False,False,True,False
189,"Oakland","Alameda","California","D-CE-3/S-19","Century Estuary 3 Health and Safety Protection Combining Zone","Special","Special",NULL,NULL,NULL,NULL,NULL
1635,"West Palm Beach","Palm Beach","Florida","CP-MF32","Coleman Park Multifamily 32","Residential","Multi Family",True,False,True,True,False
3987,"Martinez","Contra Costa","California","R-10","One Family Residential","Residential","Single Family",True,False,True,True,False
2848,"Odessa","Ector","Texas","PD-R","Planned Development Retail District","Planned","Planned",True,True,True,True,False
189,"Oakland","Alameda","California","RM-1","Mixed Housing Type Residential 1","Mixed","Mixed",True,True,False,True,False
2582,"Winter Springs","Seminole","Florida","R-CI","Single Family Dwelling","Residential","Single Family",True,False,False,True,False
1520,"San Carlos","San Mateo","California","PD-10","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
189,"Oakland","Alameda","California","OS (NP)/S-4","Open Space Neighborhood Park Design Review Combining Zone","Special","Special",NULL,NULL,NULL,NULL,NULL
3306,"Pleasant Hill","Contra Costa","California","R15","Single Family","Residential","Single Family",True,False,False,True,False
2918,"Bonita Springs","Lee","Florida","CC","Community Commercial","Commercial","Special Commercial",False,False,False,True,False
2770,"Santa Maria","Santa Barbara","California","M-2","Heavy Manufacturing","Industrial","Industrial",False,False,False,True,False
3157,"Andrews","Andrews","Texas","SUP","Specific Use And Planned District","Planned","Planned",NULL,NULL,NULL,NULL,NULL
3571,"Valley View","Cooke","Texas","PD/SF-2","Planned Development District Single Family Residential District","Planned",NULL,True,NULL,NULL,NULL,NULL
3255,"Rockwall","Rockwall","Texas","PD-59","Planned Development","Planned",NULL,NULL,NULL,NULL,NULL,NULL
3976,"Martin County Unincorporated","Martin","Florida","RM-6","Medium Density Residential District","Residential","Multi Family",True,True,True,True,False
3640,"Pasco County Unincorporated","Pasco","Florida","R2MH","Two-Family/Mobile Home","Residential","Two Family",True,True,False,True,False
4205,"Orange Cove","Fresno","California","M-2","Heavy Manufacturing","Industrial","Industrial",True,False,False,True,False
202,"San Antonio","Bexar","Texas","O-2","High Rise Office","Commercial","Office",False,False,False,True,True
3980,"St Lucie County Unincorporated","St. Lucie","Florida","PUD","Planned Unit Development","Planned","Planned",True,False,False,False,False
1903,"Sarasota","Sarasota","Florida","RMF-1","Residential Multiple Family 1","Residential","Multi Family",True,True,True,True,False
148,"San Jose","Santa Clara","California","R-2(PD)","Residence 2 Dwelling Units Per Lot Planned Development","Residential","Two Family",True,True,False,True,False
2714,"Corpus Christi","Nueces","Texas","RS-6","Residential Single Family 6","Residential","Single Family",True,True,False,True,False
2175,"Big Springs","Howard","Texas","R","Retail","Commercial",NULL,NULL,NULL,NULL,True,NULL
2175,"Big Springs","Howard","Texas","SF-2","Single Family 2","Residential",NULL,True,NULL,NULL,NULL,NULL
4091,"Lake Alfred","Polk","Florida","I-1","Light Industrial","Industrial","Light Industrial",False,False,False,True,False
1500,"Fremont","Alameda","California","P-85-2","Planned District","Planned","Planned",False,False,False,True,False
1502,"Half Moon Bay","San Mateo","California","OS-C","Open Space Conservation","Special","Special",False,False,False,False,False
1923,"Nassau County Unincorporated","Nassau","Florida","GPU","GOVERNMENT/PUBLIC USE","Special","Special",True,True,True,True,False
2383,"Roseville","Placer","California","HDR-13.8","High Density Residential 13.8 Dwelling Units Per Gross Developable Acre","Residential","Multi Family",NULL,NULL,True,NULL,NULL
211,"Dallas","Dallas","Texas","PD-730","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
3255,"Rockwall","Rockwall","Texas","PD-78","Planned Development","Planned",NULL,NULL,NULL,NULL,NULL,NULL
202,"San Antonio","Bexar","Texas","C-3-S","General Commercial Special District","Commercial","General Commercial",False,False,True,True,False
202,"San Antonio","Bexar","Texas","FBZ-T5-1","Form Based Development Transect Urban Center District","Special","Special",True,False,False,True,False
211,"Dallas","Dallas","Texas","PD-1007","Planned Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
3985,"Moraga","Contra Costa","California","R-20B","Twenty Dwelling Unit Per Acre Area Residential","Residential","Multi Family",True,False,True,True,False
202,"San Antonio","Bexar","Texas","MF-25-CD","Low Density Multi Family Conditional Use","Residential","Multi Family",True,True,True,True,True
3638,"Orange County Unincorporated","Orange","Florida","RSTD I-1/I-5","Restricted","Special","Special",NULL,NULL,NULL,NULL,NULL
1500,"Fremont","Alameda","California","P-98-5","Planned District","Planned","Planned",False,False,False,True,False
4090,"Fort Meade","Polk","Florida","RE","Rural Estate","Residential","Single Family",True,False,True,True,False
3361,"Orinda","Contra Costa","California","OS","Open Space","Special","Special",True,False,False,True,False
1539,"Aliso Viejo","Orange","California","CF","Community Facilities","Special","Special",True,False,False,True,False
3642,"Baker County Unincorporated","Baker","Florida","I","Industrial","Industrial","Industrial",False,False,False,True,False
2740,"Lakeland","Polk","Florida","PUD-3423-E","Planned Unit Development Industrial","Planned","Planned",False,False,False,False,False
2284,"Fontana","San Bernardino","California","R-2","Medium Density Residential","Residential","Single Family",True,False,True,True,False
3872,"Naples","Collier","Florida","TC","Transitional Conservation","Special","Special",False,False,False,True,False
189,"Oakland","Alameda","California","S-15","Transit Oriented Development Commercial","Special","Special",True,True,True,True,False
1653,"Largo","Pinellas","Florida","RH","Residential High","Residential","Single Family",True,True,True,True,False
3499,"Miami Dade County Unincorporated","Miami-Dade","Florida","DKUC","Downtown Kendall Urban Center","Commercial",NULL,NULL,NULL,NULL,True,NULL
2552,"White Settlement","Tarrant","Texas","I-H","Medium And Heavy Industrial","Industrial",NULL,NULL,NULL,NULL,NULL,NULL
4046,"Fresno County Unincorporated","Fresno","California","M-2","General Industrial District","Industrial","Industrial",False,False,False,True,False
654,"Boca Raton","Palm Beach","Florida","C1","General Commercial","Commercial","General Commercial",False,False,False,True,False
1527,"Tiburon","Marin","California","P/R","Parks And Recreation","Special","Special",False,False,False,True,False
185,"Orlando","Orange","Florida","AC-1/W/RP","Activity Center Districts","Mixed","Mixed Use",True,True,True,True,False
2994,"Oceanside","San Diego","California","RS-SP-EQ","Single Family Residential 3.6 To 5.9 Units Per Acre Scenic Park And Equestrian Overlay","Residential","Single Family",True,False,True,True,False
1524,"Santa Cruz","Santa Cruz","California","IG","IG","Special","Special",NULL,NULL,NULL,NULL,NULL
2614,"Miami Lakes","Miami-Dade","Florida","RU-1A","Single-Family Residential District","Residential",NULL,True,False,False,True,False
264,"Long Beach","Los Angeles","California","R-2-N(HL-25/2)","Two Family Residential Standard Lot Height Limit Overlay","Overlay","Overlay",True,True,False,True,False
1532,"Contra Costa Unincoporated","Contra Costa","California","R-20","Single Family Residential","Residential",NULL,True,False,False,True,False
1762,"Pompano Beach","Broward","Florida","RS-3","Single Family Residential","Residential","Single Family",True,False,False,True,False
2980,"Mcallen","Hidalgo","Texas","C-4","Commercial Industrial","Mixed","Mixed Use",True,False,False,True,False
3348,"Loomis","Placer","California","CC","Central Commercial","Commercial",NULL,NULL,NULL,NULL,True,NULL
351,"Waco","McLennan","Texas","R-3C","Multiple Family Residence","Residential","Multi Family",True,True,True,True,True
62,"Whittier","Los Angeles","California","C-2","General Commercial","Commercial","General Commercial",True,False,False,True,False
654,"Boca Raton","Palm Beach","Florida","B1","Local Business","Commercial","General Commercial",False,False,False,True,False
295,"Palo Alto","Santa Clara","California","PC-4268","Planned Community District","Planned","Planned",False,False,False,False,False
3596,"Palm Springs","Palm Beach","Florida","RS","Residential Single Family","Residential","Single Family",True,False,False,True,False
3893,"San Mateo County Unincorporated","San Mateo","California","H-1/S-10","Limited Highway Frontage And Residential Density District Number 10","Commercial","Special Commercial",NULL,NULL,NULL,True,NULL
3658,"Osceola County Unincorporated","Osceola","Florida","R-1","Rural","Residential","Single Family",True,False,False,True,False
1534,"Marin County Unincorporated","Marin","California","RF","Floating Home Marina","Special","Special",True,False,False,True,False
906,"Hillsborough County Unincorporated","Hillsborough","Florida","ASC-1","Agricultural - Single-Family Conventional","Residential","Single Family",True,NULL,NULL,NULL,NULL
1635,"West Palm Beach","Palm Beach","Florida","RTD","Railroad Transition District","Special","Special",True,False,True,True,False
92,"Agoura Hills","Los Angeles","California","P-OA-D-EQ","Local Park Old Agoura Design Drainage Way Floodplain Watercourse Equestrian","Special","Special",NULL,NULL,NULL,NULL,NULL
102,"La Canada Flintridge","Los Angeles","California","I","Institutional","Special","Special",NULL,NULL,NULL,NULL,NULL
3871,"Collier County Unincorporated","Collier","Florida","RMF-6-BZO-R3","Residential Multiple Family 6 Bayshore Zoning Overlay Residential 3 Subdistrict","Overlay","Overlay",True,True,True,True,False
2160,"Victorville","San Bernardino","California","MDR","Mixed Density","Residential","Single Family",True,False,True,True,False
1654,"Chula Vista","San Diego","California","R3P11","Residential High","Residential","Multi Family",True,True,True,True,False
264,"Long Beach","Los Angeles","California","MU-2-A","Neighborhood Activity Centers Special Use Incentives","Special","Special",True,True,True,True,False
80,"La Puente","Los Angeles","California","R4","High Density Residential","Residential","Multi Family",True,True,True,True,False
101,"Hermosa Beach","Los Angeles","California","R-3PD","Multiple Family Planned Development","Planned","Planned",True,False,True,True,False
84,"Claremont","Los Angeles","California","MU3","Mixed Use 3","Mixed","Mixed Use",True,True,True,True,False
2714,"Corpus Christi","Nueces","Texas","RM-2","Residential Multifamily 2","Residential","Multi Family",True,True,True,True,False
2291,"Port St Lucie","St. Lucie","Florida","RS-1","Single Family Residential","Residential","Single Family",True,False,False,True,False
208,"Austin","Travis","Texas","DMU-CURE-CO","Downtown Mixed Use","Mixed","Mixed Use",True,True,True,True,False
1908,"Placer County Unincorporated","Placer","California","RF PD = 0.2","RES","Residential",NULL,NULL,NULL,NULL,NULL,NULL
2576,"Ocoee","Orange","Florida","PUD-LD","Planned Unit Development","Planned","Planned",NULL,NULL,NULL,NULL,NULL
1908,"Placer County Unincorporated","Placer","California","RM-DL5-Dc-AO","RES","Residential",NULL,NULL,NULL,NULL,NULL,NULL
1532,"Contra Costa Unincoporated","Contra Costa","California","A-40","Exclusive Agricultural","Agricultural",NULL,True,False,False,True,False
2764,"League City","Galveston","Texas","RSF-20","Residential Single Family 20","Residential","Single Family",True,False,False,True,False
216,"San Francisco","San Francisco","California","RM-4","Residential Mixed, High Density","Residential","Multi Family",True,False,True,True,False
335,"Fort Lauderdale","Broward","Florida","GAA","General Aviation Airport District","Special","Special",False,False,False,True,False
2959,"Santa Rosa","Sonoma","California","R-3","Multi Family Residential","Residential","Multi Family",True,False,True,True,False
1908,"Placer County Unincorporated","Placer","California","RA-B-X 4.6 AC. MIN. PD = 0.22","RES","Residential",NULL,NULL,NULL,NULL,NULL,NULL
1679,"Poway","San Diego","California","HC","Hospital Campus","Special","Special",NULL,NULL,NULL,NULL,NULL
2889,"Eastvale","Riverside","California","R-5","Open Space Combined Zone Residential Developments","Mixed","Mixed Use",False,False,False,True,False
